"lyric","name","album"
"town born lived man sailed sea told u life land submarine sailed sun till found sea green lived beneath wave yellow submarine live yellow submarine yellow submarine yellow submarine live yellow submarine yellow submarine yellow submarine friend board many live next door band begin play live yellow submarine yellow submarine yellow submarine live yellow submarine yellow submarine yellow submarine full speed ahead mr. boatswain pronounced bo'sun full speed ahead full speed sgt. cut cable drop cable aye sir aye captain captain pronounced cap'n cap'n live life ease life ease everyone u everyone u need need sky blue sky blue sea green sea green yellow yellow submarine submarine ha ha live yellow submarine yellow submarine yellow submarine live yellow submarine yellow submarine yellow submarine live yellow submarine yellow submarine yellow submarine live yellow submarine yellow submarine yellow submarine","Yellow Submarine","Revolver"
"day break mind ache find word kindness linger longer need wake make take time feel hurry longer need eye see nothing sign love behind tear cried one love lasted year want need yet believe said love dead think need eye see nothing sign love behind tear cried one love lasted year stay home go say long ago knew someone gone need day break mind ache time thing said fill head wo forget eye see nothing sign love behind tear cried one love lasted year","For No One","Revolver"
"lead better life need love making day year changing life wave hand nobody deny something running hand hair u thinking good someone speaking know want everywhere beside know need never care love need everywhere knowing love share one believing love never dy watching eye hoping always want everywhere beside know need never care love need everywhere knowing love share one believing love never dy watching eye hoping always everywhere everywhere","Here, There And Everywhere","Revolver"
"good day sunshine good day sunshine good day sunshine need laugh sun got something laugh feel good special way love sunny day good day sunshine good day sunshine good day sunshine take walk sun shining burn foot touch ground good day sunshine good day sunshine good day sunshine lie beneath shady tree love loving feel good know looking fine proud know mine good day sunshine good day sunshine good day sunshine good day sunshine good day sunshine good day sunshine good day sunshine good day sunshine good day sunshine good day","Good Day Sunshine","Revolver"
"said know like dead know sad making feel like never born said put thing head thing make feel mad making feel like never born said understand said said wrong boy everything right everything right said even though know know know ready leave 'cause making feel like never born said understand said said wrong boy everything right everything right said even though know know know ready leave 'cause making feel like never born said know like dead know sad know like dead","She Said, She Said","Revolver"
"ring friend said call doctor robert day night time doctor robert doctor robert new better man help understand everything doctor robert pick doctor robert take drink special cup doctor robert doctor robert man must believe helping everyone need one succeed like doctor robert well well well feeling fine well well well make doctor robert friend work national health doctor robert pay money see doctor robert doctor robert new better man help understand everything doctor robert well well well feeling fine well well well make doctor robert ring friend said call doctor robert ring friend said call doctor robert doctor robert","Doctor Robert","Revolver"
"want tell head filled thing say word seem slip away get near game begin drag alright make maybe next time around seem act unkind mind confusing thing want tell feel hung know mind could wait forever got time sometimes wish knew well could speak mind tell maybe understand want tell feel hung know mind could wait forever got time got time got time","I Want To Tell You","Revolver"
"ah look lonely people ah look lonely people eleanor rigby pick rice church wedding life dream wait window wearing face keep jar door lonely people come lonely people belong father mckenzie writing word sermon one hear one come near look working darning sock night nobody care lonely people come lonely people belong ah look lonely people ah look lonely people eleanor rigby died church buried along name nobody came father mckenzie wiping dirt hand walk grave one saved lonely people ah look lonely people come lonely people ah look lonely people belong","Eleanor Rigby","Revolver"
"turn mind relax float stream dying dying lay thought surrender void shining shining yet may see meaning within love love everyone knowing knowing ignorance hate may mourn dead believing believing listen colour dream living living play game existence end beginning beginning beginning beginning beginning beginning beginning beginning","Tomorrow Never Knows","Revolver"
"1,2,3,4 hrmm 1,2 1,2,3,4 let tell one nineteen co taxman yeah taxman five per cent appear small thankful take co taxman yeah taxman drive car tax street try sit tax seat get cold tax heat take walk tax foot taxman co taxman yeah taxman ask want aahh mr. wilson want pay aahh mr. heath co taxman yeah taxman advice die declare penny eye co taxman yeah taxman working one taxman","Taxman","Revolver"
"alone took ride know would find another road maybe could see another kind mind ooh suddenly see ooh tell need every single day life run lie knew wanted hold gone knew time meet told ooh meant near ooh want hear say together every day got get life want stay true never leave know way ooh suddenly see ooh tell need every single day life got get life got get life alone took ride know would find another road maybe could see another kind mind suddenly see tell need every single day","Got To Get You Into My Life","Revolver"
"talking space u people hide behind wall illusion never glimpse truth far late pas away talking love could share find try best hold love love could save world knew try realise within one else make change see really small life flow within without talking love gone cold people gain world lose soul know ca see one seen beyond may find peace mind waiting time come see one life flow within without","Within You Without You","Sgt. Pepper's Lonely Hearts Club Band"
"benefit mr. kite show tonight trampoline hendersons late pablo fanques fair scene men horse hoop garter lastly hogshead real fire way mr. k. challenge world celebrated mr. k. performs feat saturday bishopsgate hendersons dance sing mr. kite fly ring late messrs. k h assure public production second none course henry horse dance waltz band begin ten six mr. k. performs trick without sound mr. h demonstrate ten summerset undertake solid ground day preparation splendid time guaranteed tonight mr. kite topping bill","Being For The Benefit Of Mr. Kite!","Sgt. Pepper's Lonely Hearts Club Band"
"1,2,3,4 bye sgt pepper lonely heart club band hope enjoyed show sgt pepper lonely heart club band sorry time go sgt pepper lonely sgt pepper lonely sgt pepper lonely sgt pepper lonely sgt pepper lonely heart club band like thank sgt pepper one lonely heart club band getting near end sgt pepper lonely sgt pepper lonely sgt pepper lonely heart club band","Sgt. Pepper's Lonely Hearts Club Band (Reprise)","Sgt. Pepper's Lonely Hearts Club Band"
"read news today boy lucky man made grade though news rather sad well laugh saw photograph blew mind car notice light changed crowd people stood stared seen face nobody really sure house lord saw film today boy english army war crowd people turned away look read book love turn woke fell bed dragged comb across head found way downstairs drank cup looking noticed late found coat grabbed hat made bus second flat found way upstairs smoke somebody spoke went dream ah read news today boy four thousand hole blackburn lancashire though hole rather small count know many hole take fill albert hall love turn","A Day In The Life","Sgt. Pepper's Lonely Hearts Club Band"
"fixing hole rain get stop mind wandering go filling crack ran door kept mind wandering go really matter wrong right belong right belong see people standing disagree never win wonder get door painting room colourful way mind wandering go ooh ooh ooh ah ah hey hey hey hey really matter wrong right belong right belong silly people run around worry never ask get past door taking time number thing important yesterday still go ooh ooh ooh ah ah fixing hole rain get stop mind wandering go go fixing hole rain get stop mind wandering go fade","Fixing A Hole","Sgt. Pepper's Lonely Hearts Club Band"
"wednesday morning five o'clock day begin silently closing bedroom door leaving note hoped would say go downstairs kitchen clutching handkerchief quietly turning backdoor key stepping outside free gave life leaving sacrificed life home gave everything money could buy leaving home living alone many year bye bye father snore wife get dressing gown pick letter lying standing alone top stair break cry husband daddy baby gone would treat u thoughtlessly could never thought leaving never thought home struggled hard life get leaving home living alone many year bye bye friday morning nine o'clock far away waiting keep appointment made meeting man motor trade wrong know wrong fun fun one thing money ca buy something inside always denied many year bye bye leaving home bye bye","She's Leaving Home","Sgt. Pepper's Lonely Hearts Club Band"
"get older losing hair many year still sending valentine birthday greeting bottle wine till quarter three would lock door still need still feed sixty-four older say word could stay could handy mending fuse light gone knit sweater fireside sunday morning go ride garden digging weed could ask still need still feed sixty-four every summer rent cottage isle wight dear shall scrimp save grandchild knee vera chuck amp dave send postcard drop line stating point view indicate precisely mean say sincerely wasting away give answer fill form mine evermore still need still feed sixty-four ho","When I'm Sixty Four","Sgt. Pepper's Lonely Hearts Club Band"
"aaaahhh lovely rita meter maid lovely rita meter maid lovely rita meter maid nothing come u get dark tow heart away standing parking meter caught glimpse rita filling ticket little white book cap looked much older bag across shoulder made look little like military man lovely rita meter maid may inquire discreetly lovely rita free take tea lovely rita maid ah rita took tried win laugh dinner told would really like see got bill rita paid took home nearly made sitting sofa sister two lovely rita meter maid would without give u wink make think lovely rita meter maid lovely rita meter maid rita meter maid lovely rita meter maid lovely rita meter meter maid lovely rita meter maid ah da ah da lovely rita meter maid leave","Lovely Rita","Sgt. Pepper's Lonely Hearts Club Band"
"picture boat river tangerine tree marmalade sky somebody call answer quite slowly girl kaleidoscope eye cellophane flower yellow green towering head look girl sun eye gone lucy sky diamond lucy sky diamond lucy sky diamond aaaaahhhhh follow bridge fountain rocking horse people eat marshmallow pie everyone smile drift past flower grow incredibly high newspaper taxi appear shore waiting take away climb back head cloud gone lucy sky diamond lucy sky diamond lucy sky diamond aaaaahhhhh picture train station plasticine porter looking-glass tie suddenly someone turnstile girl kaleidoscope eye lucy sky diamond lucy sky diamond lucy sky diamond aaaaahhhhh lucy sky diamond lucy sky diamond lucy sky diamond aaaaahhhhh lucy sky diamond lucy sky diamond lucy sky diamond fade","Lucy In The Sky With Diamonds","Sgt. Pepper's Lonely Hearts Club Band"
"getting better time used get mad school ca complain teacher taught cool ca complain holding turning round filling rule foolish rule got admit getting better better little better time ca get worse admit getting better better getting better since mine used angry young man hiding head sand gave word finally heard best got admit getting better better little better time ca get worse admit getting better better getting better since mine getting much better time getting better time better better better getting better time better better better used cruel woman beat kept apart thing loved man mean changing scene best ooh admit getting better better little better time ca get worse yes admit getting better better getting better since mine getting much better time getting better time better better better getting better time better better better getting much better time","Getting Better","Sgt. Pepper's Lonely Hearts Club Band"
"billy shear would think sang tune would stand walk lend ear sing song try sing key get little help friend mm get high little help friend mm gon try little help friend love away worry alone feel end day sad get little help friend mm get high little help friend mm gon try little help friend need anybody need somebody love could anybody want somebody love would believe love first sight yes certain happens time see turn light ca tell know mine get little help friend mm get high little help friend gon try little help friend need anybody need someone love could anybody want somebody love get little help friend mm gon try little help friend get high little help friend yes get little help friend little help friend","With A Little Help From My Friends","Sgt. Pepper's Lonely Hearts Club Band"
"twenty year ago today sgt pepper taught band play going style guaranteed raise smile may introduce act known year sgt pepper lonely heart club band sgt pepper lonely heart club band hope enjoy show sgt pepper lonely heart club band sit back let evening go sgt pepper lonely sgt pepper lonely sgt pepper lonely heart club band wonderful certainly thrill lovely audience like take home u love take home really want stop show thought might like know singer going sing song want sing along let introduce one billy shear sgt pepper lonely heart club band","Sgt. Pepper's Lonely Hearts Club Band","Sgt. Pepper's Lonely Hearts Club Band"
"good morning good morning good morning good morning good morning ah nothing save life call wife nothing say day boy nothing got nothing say ok good morning good morning good morning ah going work want go feeling low heading home start roam town everybody know nothing everything closed like ruin everyone see half asleep street start smile feel cool decide take walk old school nothing changed still got nothing say ok good morning good morning good morning ah people running round five o'clock everywhere town getting dark everyone see full life time tea meet wife somebody need know time glad watching skirt start flirt gear go show hope go got nothing say ok good morning good morning good good morning good morning good good morning good morning good good morning good morning good good morning good morning good good morning good morning good good morning good morning good good morning good morning good good morning good morning good good morning good morning good","Good Morning, Good Morning","Sgt. Pepper's Lonely Hearts Club Band"
"say yes say say stop say go go go say goodbye say hello hello hello know say goodbye say hello hello hello know say goodbye say hello say high say low say say know say goodbye say hello hello goodbye hello goodbye hello hello hello goodbye know say goodbye say hello hello goodbye hello goodbye hello hello hello goodbye know say goodbye hello goodbye say hello/goodbye say goodbye goodbye say goodbye say hello hello hello know say goodbye say hello hello hello know say goodbye say hello say yes say yes say may mean say stop stay say go go go till time go say goodbye say hello hello hello know say goodbye say hello hello hello know say goodbye say hello hello hello know say goodbye say hello hello hela heba helloa hela heba helloa cha cha cha hela heba helloa wooo hela heba helloa hela hela heba helloa cha cha cha hela heba helloa wooo hela heba helloa cha cah cah fade","Hello, Goodbye","Magical Mystery Tour"
"let take 'cause going strawberry field nothing real nothing get hung strawberry field forever living easy eye closed misunderstanding see getting hard someone work matter much let take cause going strawberry field nothing real nothing get hung strawberry field forever one think tree mean must high low ca know tune right think bad let take cause going strawberry field nothing real nothing get hung strawberry field forever always sometimes think know know dream think know mean yes wrong think disagree let take cause going strawberry field nothing real nothing get hung strawberry field forever strawberry field forever strawberry field forever cranberry sauce","Strawberry Fields Forever","Magical Mystery Tour"
"fog upon l.a. friend lost way soon said lost instead please long please long please long may asleep well go show told go ask policeman street many meet please long please long please long may asleep past bed know really like go soon break day sitting blue jay way please long please long please long may asleep please long please long please long please long please long please long please long please long please long long long long long long long","Blue Jay Way","Magical Mystery Tour"
"penny lane barber showing photograph every head pleasure known people come go stop say hello corner banker motorcar little child laugh behind back banker never wear mac pouring rain strange penny lane ear eye beneath blue suburban sky sit meanwhile back penny lane fireman hourglass pocket portrait queen like keep fire engine clean clean machine penny lane ear eye four fish finger pie summer meanwhile back behind shelter middle roundabout pretty nurse selling poppy tray though feel play anyway penny lane barber shave another customer see banker sitting waiting trim fireman rush pouring rain strange penny lane ear eye beneath blue suburban sky sit meanwhile back penny lane ear eye beneath blue suburban sky penny lane","Penny Lane","Magical Mystery Tour"
"roll roll magical mystery tour step right way roll roll mystery tour roll roll mystery tour roll invitation roll mystery tour roll make reservation roll mystery tour magical mystery tour waiting take away waiting take away roll roll mystery tour roll roll mystery tour roll got everything need roll mystery tour roll satisfaction guaranteed roll mystery tour magical mystery tour hoping take away hoping take away mystery trip aaaah magical mystery tour roll roll mystery tour roll invitation roll mystery tour roll make reservation roll mystery tour magical mystery tour coming take away coming take away magical mystery tour dying take away dying take away take today","Magical Mystery Tour","Magical Mystery Tour"
"instrumental","Flying","Magical Mystery Tour"
"feel one beautiful people know want travelled far far eye see feel one beautiful people often often enough know see nothing show baby rich man baby rich man baby rich man keep money big brown bag inside zoo thing baby rich man baby rich man baby rich man feel one beautiful people tuned natural e happy way found another key going play baby rich man baby rich man baby rich man keep money big brown bag inside zoo thing baby baby rich man baby rich man baby rich man baby rich man baby rich man baby baby rich man fade","Baby, You're A Rich Man","Magical Mystery Tour"
"together see run like pig gun see fly cry sitting cornflake waiting van come corporation tee shirt stupid bloody tuesday man naughty boy let face grow long eggman ooh eggmen ooh walrus goo goo g joob mister city p'liceman sitting pretty little p'licemen row see fly like lucy sky see run cry cry cry cry yellow matter custard dripping dead dog eye crabalocker fishwife pornographic priestess boy naughty girl let knickers eggman ooh eggmen ooh walrus goo goo g joob sitting english garden waiting sun sun come get tan standing english rain eggman eggmen walrus goo goo g joob g goo goo g joob expert texpert choking smoker think joker laugh see smile like pig sty see snied cry semolina pilchard climbing eiffel tower element'ry penguin singing hare krishna man seen kicking edgar allan poe eggman ooh eggmen ooh walrus goo goo g joob goo goo g joob g goo goo g joob goo goo g joob goo goo g goo g goo goo g joob joob joob joob","I Am The Walrus","Magical Mystery Tour"
"day day alone hill man foolish grin keeping perfectly still nobody want know see fool never give answer fool hill see sun going eye head see world spinning around well way head cloud man thousand voice talking perfectly loud nobody ever hears sound appears make never seems notice fool hill see sun going eye head see world spinning around nobody seems like tell want never show feeling fool hill see sun going eye head see world spinning around never listens know fool like fool hill see sun going eye head see world spinning around","The Fool On The Hill","Magical Mystery Tour"
"let get dance song hit mother born though born long long time ago mother know mother mother know know sing let get dance song hit mother born though born long long time ago mother know mother mother know know lift heart sing song hit mother born though born long long time ago mother know mother mother know aaaaah mother know mother mother know aaaaah sing da da da da though born long long time ago mother know mother mother know know mother know mother mother know know mother know mother mother know know","Your Mother Should Know","Magical Mystery Tour"
"love love love love love love love love love nothing ca done nothing sing ca sung nothing say learn play game easy nothing make ca made one save ca saved nothing learn time easy need love need love need love love love need love love love love love love love love love need love need love need love love love need nothing know known nothing see shown nowhere meant easy need love need love need love love love need need love together need love everybody need love love love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need love need yee-hai love need love need love need yesterday love need love need love need love need love need love need love need yeah love need love yeah yeah yeah love need love yeah yeah yeah love need","All You Need Is Love","Magical Mystery Tour"
"hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill went tiger hunting elephant gun case accident always took mom american bullet-headed saxon mother son child sing hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill deep jungle mighty tiger lie bill elephant taken surprise captain marvel zapped right eye zap child sing hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill child asked kill sin looked fierce mummy butted look could kill would u instead child sing hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill ho hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill hey bungalow bill kill bungalow bill eh","The Continuing Story Of Bungalow Bill","The Beatles (The White Album)"
"flew miami beach b.o.a.c get bed last night way paper bag knee man dreadful flight back u.s.s.r. know lucky boy back u.s.s.r. yeah away long hardly knew place gee good back home leave till tomorrow unpack case honey disconnect phone back u.s.s.r. know lucky boy back u.s. back u.s. back u.s.s.r. well ukraine girl really knock leave west behind moscow girl make sing shout georgia always mind aw come ho yeah ho yeah ho ho yeah yeah yeah yeah back u.s.s.r. know lucky boy back u.s.s.r. well ukraine girl really knock leave west behind moscow girl make sing shout georgia always mind show around snow-peaked mountain way south take daddy farm let hear balalaika ringing come keep comrade warm back u.s.s.r. hey know lucky boy back u.s.s.r. let tell honey hey back back u.s.s.r yes free yeah back u.s.s.r. ha ha","Back In The U.S.S.R.","The Beatles (The White Album)"
"road mm road ah road mm road mm one watching u road road road road road one watching u road ooh road road road road one watching u road","Why Don't We Do It In The Road?","The Beatles (The White Album)"
"told strawberry field know place nothing real well another place go everything flow looking bent backed tulip see half live looking glass onion told walrus man know close man well another clue walrus paul standing cast iron shore yeah lady madonna trying make end meet yeah looking glass onion yeah yeah yeah looking glass onion told fool hill tell man living still well another place listen fixing hole ocean trying make dove-tail joint yeah looking glass onion","Glass Onion","The Beatles (The White Album)"
"honey pie honey pie honey pie honey pie honey pie honey pie honey pie honey pie love honey pie","Wild Honey Pie","The Beatles (The White Album)"
"sexy sadie done made fool everyone made fool everyone sexy sadie ooh done sexy sadie broke rule layed see layed see sexy sadie oooh broke rule one sunny day world waiting lover came along turn everyone sexy sadie greatest sexy sadie know world waiting world waiting sexy sadie oooh know sexy sadie get yet however big think however big think sexy sadie oooh get yet gave everything owned sit table smile would lighten everything sexy sadie latest greatest made fool everyone sexy sadie however big think sexy sadie","Sexy Sadie","The Beatles (The White Album)"
"come come come come come joy come joy come let take easy come let take easy take easy take easy everybody got something hide except monkey ooh deeper go higher fly higher fly deeper go come come come come joy come joy come let make easy come let make easy take easy yeh yeh yeh take easy hoo everybody got something hide except monkey inside outside outside inside come ho come ho come joy come joy come let make easy come let make easy make easy hoo make easy hoo everybody got something hide except monkey hey come come come come come come come come come come come come come come come come","Everybody's Got Something To Hide Except Me And My Monkey","The Beatles (The White Album)"
"know long loved know love still wait lonely lifetime want ever saw catch name never really mattered always feel love forever forever love heart love whenever together love apart last find song fill air sing loud hear make easy near thing endear know mm mm mm mm mm mm mm mm mm da da da da da da da","I Will","The Beatles (The White Album)"
"cry baby cry make mother sigh old enough know better king marigold kitchen cooking breakfast queen queen parlour playing piano child king cry baby cry make mother sigh old enough know better cry baby cry king garden picking flower friend came play queen playroom painting picture childrens holiday cry baby cry make mother sigh old enough know better cry baby cry duchess kircaldy always smiling arriving late tea duke problem message local bird bee cry baby cry make mother sigh old enough know better cry baby cry twelve o'clock meeting round table seance dark voice nowhere put specially child lark cry baby cry make mother sigh old enough know better cry baby cry cry cry cry baby make mother sigh old enough know better cry baby cry cry cry cry make mother sigh old enough know better cry baby cry","Cry Baby Cry","The Beatles (The White Album)"
"dear prudence wo come play dear prudence greet brand new day sun sky blue beautiful dear prudence wo come play dear prudence open eye dear prudence see sunny sky wind low bird sing part everything dear prudence wo open eye look around round look around round round look around dear prudence let see smile dear prudence like little child cloud daisy chain let see smile dear prudence wo let see smile dear prudence wo come play dear prudence greet brand new day sun sky blue beautiful dear prudence wo come play","Dear Prudence","The Beatles (The White Album)"
"look see love sleeping guitar gently weeps look floor see need sweeping still guitar gently weeps know nobody told unfold love know someone controlled bought sold look world notice turning guitar gently weeps every mistake must surely learning still guitar gently weeps well know diverted perverted know inverted one alerted look see love sleeping love version look wing play staging guitar gently weeps look love version sitting nothing aging still guitar gently weeps yeah yeah yeah yeah yeah yeah yeah yeah yeah ooh","While My Guitar Gently Weeps","The Beatles (The White Album)"
"half say meaningless say reach julia julia julia oceanchild call sing song love julia julia seashell eye windy smile call sing song love julia hair floating sky shimmering glimmering sun julia julia morning moon touch sing song love julia sing heart speak mind julia julia sleeping sand silent cloud touch sing song love julia hum hum hum hum call sing song love julia julia julia","Julia","The Beatles (The White Album)"
"martha dear though spend day conversation please remember martha love forget martha dear hold head silly girl look done find thick help bit around silly girl take good look around take good look bound see meant silly girl hold hand silly girl see done find thick help bit around silly girl martha dear always inspiration please good martha love forget martha dear","Martha My Dear","The Beatles (The White Album)"
"listen footstep coming drive listen footstep arrive waiting knock dear old front door hear mean love hear clock ticking mantel shelf see hand moving wonder tonight see mean love pas make cry make blue cause know darling love never know hurt hate see go pas make cry make blue sorry doubted unfair car crash lost hair said would late hour two said alright waiting waiting hear pas make cry make blue cause know darling love never know hurt hate see go pas make cry","Don't Pass Me By","The Beatles (The White Album)"
"blackbird singing dead night take broken wing learn fly life waiting moment arise blackbird singing dead night take sunken eye learn see life waiting moment free blackbird fly blackbird fly light dark black night blackbird fly blackbird fly light dark black night blackbird singing dead night take broken wing learn fly life waiting moment arise waiting moment arise waiting moment arise","Blackbird","The Beatles (The White Album)"
"girl miss much yeah well acquainted touch velvet hand like lizard window pane man crowd multicoloured mirror hobnail boot lying eye hand busy working overtime soap impression wife ate donated national trust need fix 'cause going bit left uptown need fix 'cause going mother superior jump gun mother superior jump gun mother superior jump gun mother superior jump gun mother superior jump gun mother superior jump gun happiness warm gun happiness bang bang shoot shoot happiness warm gun mama happiness bang bang shoot shoot hold arm oo-oo yeah feel finger trigger oo-oo yeah know nobody harm oo-oo yeah happiness warm gun mama happiness bang bang shoot shoot happiness warm gun yes happiness bang bang shoot shoot happiness warm yes gun happiness bang bang shoot shoot well know happiness warm gun mama happiness warm gun yeah","Happiness Is A Warm Gun","The Beatles (The White Album)"
"say birthday birthday yeah say birthday gon good time glad birthday happy birthday ah ah ah come come yes going party party yes going party party yes going party party would like dance birthday take cha-cha-cha-chance birthday would like dance birthday dance yeah come would like dance birthday take cha-cha-cha-chance birthday would like dance birthday dance dance say birthday well birthday yeah say birthday gon good time glad birthday happy birthday","Birthday","The Beatles (The White Album)"
"creme tangerine montelimar ginger sling pineapple heart coffee dessert yes know good news pulled savoy truffle cool cherry cream nice apple tart feel taste time apart coconut fudge really blow blue pulled savoy truffle might feel pain cut going know sweat going fill head becomes much shout aloud instrumental/solo pulled savoy truffle know eat sweet turn sour know obla-dibla-da show creme tangerine montelimar ginger sling pineapple heart coffee dessert yes know good news pulled savoy truffle yes pulled savoy truffle","Savoy Truffle","The Beatles (The White Album)"
"somewhere black mountain hill dakota lived young boy named rocky raccoon one day woman ran another guy hit young rocky eye rocky like said gon get boy one day walked town booked room local saloon rocky raccoon checked room find gideon bible rocky come equipped gun shoot leg rival rival seems broken dream stealing girl fancy name magil called lil everyone knew nancy man called dan next room hoe rocky burst grinning grin said danny boy showdown daniel hot drew first shot rocky collapsed corner ah d'da d'da d'da da da da d'da d'da d'da da da da d'da d'da d'da da d'da d'da d'da d'da d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do doctor came stinking gin proceeded lie table said rocky met match rocky said doc scratch better better doc soon able rocky raccoon fell back room find gideon bible gideon checked left doubt help good rocky revival ah yeah yeah d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do d'do come rocky boy d'do d'do d'do come rocky boy d'do d'do d'do d'do d'do d'do d'do story rocky","Rocky Raccoon","The Beatles (The White Album)"
"get bottom go back top slide stop turn go ride till get bottom see yeah yeah yeah hey want love coming fast mile tell tell tell come tell answer well may lover ai dancer helter skelter helter skelter helter skelter yeah ooh wo want make coming fast let break tell tell tell answer may lover ai dancer look helter skelter helter skelter helter skelter ooh look co come get bottom go back top slide stop turn go ride get bottom see yeah yeah yeah well want make coming fast let break tell tell tell answer may lover ai dancer look helter skelter helter skelter helter skelter look helter skelter coming fast yes yes coming fast head spinning ooh ha ha ha ha ha ha alright got blister finger","Helter Skelter","The Beatles (The White Album)"
"ah take 18 ok say want revolution well know want change world tell evolution well know want change world talk destruction know count know gon alright know gon alright know gon alright say got real solution well know love see plan ask contribution well know want money people mind hate tell brother wait know gon alright know gon alright know gon alright say change constitution well know love change head tell institution well know better free mind instead go carrying picture chairman mao ai going make anyone anyhow know gon alright know gon alright know gon alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright","Revolution 1","The Beatles (The White Album)"
"desmond barrow market place molly singer band desmond say molly girl like face molly say take hand ob-la-di ob-la-da life go bra la-la life go ob-la-di ob-la-da life go bra la-la life go desmond take trolley jeweller store buy twenty carat golden ring golden ring take back molly waiting door give begin sing sing ob-la-di ob-la-da life go bra la-la life go ob-la-di ob-la-da life go bra la-la life go yeah couple year built home sweet home couple kid running yard desmond molly jones ah ha ha ha ha ha happy ever market place desmond let child lend hand arm leg molly stay home pretty face evening still sings band yes ob-la-di ob-la-da life go bra la-la life go ha ha ha hey ob-la-di ob-la-da life go bra la-la life go couple year built home sweet home couple kid running yard desmond molly jones ha ha ha ha ha ha ha ha ha ha yeah happy ever market place molly let child lend hand foot desmond stay home pretty face evening singer band yeah ob-la-di ob-la-da life go bra la-la life go yeah ob-la-di ob-la-da life go bra la-la life go want fun take ob-la-di ob-la-da thank uh ha ha ha","Ob-La-Di, Ob-La-Da","The Beatles (The White Album)"
"long long long time could ever lost loved took long long long time happy found love many tear searching many tear wasting see ever misplace want love know need ooh love","Long, Long, Long","The Beatles (The White Album)"
"seen little piggy crawling dirt little piggy life getting worse always dirt play around seen bigger piggy starched white shirt find bigger piggy stirring dirt always clean shirt play around stye backing care go around eye something lacking need damn good whacking everywhere lot piggy living piggy life see dinner piggy wife clutching fork knife eat bacon one time","Piggies","The Beatles (The White Album)"
"born poor young country boy mother nature son day long sitting singing song everyone sit beside mountain stream see water rise listen pretty sound music fly doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo find field grass mother nature son swaying daisy sing lazy song beneath sun doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo yeah yeah yeah mm mm mm mm mm mm mm mm mm mm ooh ooh ooh mm mm mm mm mm mm mm mm mm mm mm wah wah wah wah mother nature son","Mother Nature's Son","The Beatles (The White Album)"
"working girl north england way hit big time usa could hear say honey pie making crazy love lazy wo please come home honey pie position tragic come show magic hollywood song became legend silver screen thought meeting make weak knee honey pie driving frantic sail across atlantic belong honey pie come back yeah like like ah like kind hot kind music hot kind music play play honey blue wind blew boat across sea kindly send sailing back honey pie making crazy love lazy wo please come home come come back honey pie oooooooooooh honey pie honey pie","Honey Pie","The Beatles (The White Album)"
"2,3 yes lonely wan die yes lonely wan die ai dead already ooh girl know reason morning wan die evening wan die ai dead already ooh girl know reason mother sky father earth universe know worth lonely wan die ai dead already ooh girl know reason eagle pick eye worm lick bone feel suicidal like dylan mr. jones lonely wan die ai dead already ooh girl know reason black cloud crossed mind blue mist round soul feel suicidal even hate rock 'n roll wan die yeah wan die ai dead already ooh girl know reason","Yer Blues","The Beatles (The White Album)"
"time say good night good night sleep tight sun turn light good night sleep tight dream sweet dream dream sweet dream sweet dream close eye close mine good night sleep tight moon begin shine good night sleep tight dream sweet dream dream sweet dream sweet dream mmmmmm mmmmmm mmmmmmmmmm close eye close mine good night sleep tight sun turn light good night sleep tight dream sweet dream dream sweet dream sweet dream good night good night everybody everybody everywhere good night","Good Night","The Beatles (The White Album)"
"tired slept wink tired mind blink wonder get fix drink tired know tired mind set wonder call know would say putting joke harm know ca sleep ca stop brain know three week going insane know give everything got little peace mind tired feeling upset although tired another cigarette curse sir walter raleigh stupid git say putting joke harm know ca sleep ca stop brain know three week going insane know give everything got little peace mind give everything got little peace mind give everything got little peace mind monsieur monsieur monsieur another one","I'm So Tired","The Beatles (The White Album)"
